missing_rate,model_version,seed_count,seeds,mae_mean,mae_std,corr_mean,corr_std,acc2_mean,acc2_std,f1_mean,f1_std
0.5,HME,3,1111/2222/5576,1.1012000000000002,0.03585400953868341,0.5417333333333333,0.005770904030854575,0.6783,0.02123299319455456,0.6759,0.025173994518153078
0.5,HME-TopK,3,1111/2222/5576,1.0831666666666668,0.00986931270825565,0.5289333333333334,0.018279040820932943,0.6856,0.008903370148432595,0.6850666666666667,0.00871569465581103
0.5,DARE-HME,3,1111/2222/5576,0.8005333333333334,0.025396325193486835,0.738,0.007435724578008515,0.7813333333333333,0.005255790457517632,0.7812,0.005957348403442638
