missing_rate,model_version,seed_count,seeds,mae_mean,mae_std,corr_mean,corr_std,acc2_mean,acc2_std,f1_mean,f1_std
0.2,HME,3,1111/2222/5576,0.8634333333333334,0.019469292060404604,0.7026666666666667,0.008655826554023196,0.7701333333333333,0.013558883926538062,0.7698666666666667,0.012298509394773548
0.2,HME-TopK,3,1111/2222/5576,0.8635999999999999,0.021106397134518253,0.7052666666666667,0.009965105786359438,0.7784,0.009103296106356155,0.7778999999999999,0.008046738469715584
0.2,DARE-HME,3,1111/2222/5576,0.7573666666666666,0.007228646715211158,0.7766666666666667,0.00875004761891802,0.8134,0.01023572176253335,0.8123999999999999,0.011072939989000224
0.3,HME,3,1111/2222/5576,0.9304666666666667,0.01520274098093281,0.6507999999999999,0.014782760229402446,0.7463666666666667,0.005850071224637633,0.7454333333333333,0.004833563212924153
0.3,HME-TopK,3,1111/2222/5576,0.9178999999999999,0.03218586646340287,0.6663333333333333,0.02834807459658117,0.7517,0.01473906374231414,0.7496,0.01650848266801039
0.3,DARE-HME,3,1111/2222/5576,0.7665333333333333,0.003690979996333426,0.7626333333333334,0.007400225221797902,0.8071,0.009379232377972117,0.8066,0.009165696918401824
0.5,HME,3,1111/2222/5576,1.1283333333333334,0.019433304745547848,0.5223666666666666,0.01945002142243893,0.6588666666666666,0.02148542141391073,0.6530333333333332,0.025488101799336305
0.5,HME-TopK,3,1111/2222/5576,1.1161666666666668,0.05030053014962489,0.5346666666666667,0.03313703869287852,0.6807666666666666,0.03667006044900024,0.6755,0.042178311962429195
0.5,DARE-HME,3,1111/2222/5576,0.8196666666666667,0.013418767951393065,0.7454333333333333,0.015124263067446747,0.7906,0.016401524319403987,0.7908333333333334,0.016645820296198544
